,loss,accuracy,val_loss,val_accuracy
0,2.0324223041534424,0.41111111640930176,1.6448771953582764,0.6299999952316284
1,1.2642208337783813,0.6957777738571167,0.9180887937545776,0.765999972820282
2,0.7445868849754333,0.8224444389343262,0.6349574327468872,0.8220000267028809
3,0.5411669611930847,0.8604444265365601,0.5116844177246094,0.8420000076293945
4,0.4455738067626953,0.8788889050483704,0.4609892964363098,0.8679999709129333
5,0.3858626186847687,0.8957777619361877,0.41046491265296936,0.8740000128746033
6,0.34516099095344543,0.9064444303512573,0.38842716813087463,0.8840000033378601
7,0.31587567925453186,0.9166666865348816,0.36316701769828796,0.8899999856948853
8,0.2932741045951843,0.9197777509689331,0.3472294509410858,0.8880000114440918
9,0.27344435453414917,0.9233333468437195,0.3244461119174957,0.8920000195503235
10,0.2564385235309601,0.9304444193840027,0.3183836042881012,0.8920000195503235
11,0.24183566868305206,0.9331111311912537,0.29811400175094604,0.9039999842643738
12,0.22809138894081116,0.9368888735771179,0.31948643922805786,0.8999999761581421
13,0.21743887662887573,0.9397777915000916,0.30223187804222107,0.8999999761581421
14,0.2050500363111496,0.9448888897895813,0.29279059171676636,0.8999999761581421
15,0.19491107761859894,0.9471111297607422,0.29321447014808655,0.9120000004768372
16,0.1860048770904541,0.9508888721466064,0.2694460451602936,0.906000018119812
17,0.17732231318950653,0.9504444599151611,0.291883260011673,0.9100000262260437
18,0.17003919184207916,0.9551110863685608,0.28399187326431274,0.9120000004768372
19,0.1613728553056717,0.9580000042915344,0.2609347701072693,0.9160000085830688
